Header|Date|Details|imageName
Xiaolei received a distinguished paper award at PLDI 2021|05/24/2021|Dr. Lei and Ph.D. student Xiaolei Ren won the PLDI 2021 Distinguished Paper Award (https://pldi21.sigplan.org/track/pldi-2021-papers), for their paper "Unleashing the Hidden Power of Compiler Optimization on Binary Code Difference: An Empirical Study." PLDI is the flagship conference in the field of programming languages and programming systems research. | 
